id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P005052,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P006358,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P003848,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P006995,Latin America and Caribbean,Dominican Republic;Dominican Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Vocational training!$!100!$!EV
P007583,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P008445,Europe and Central Asia,Hungary;Hungary,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P009853,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P010219,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P005662,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P006824,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Trade policy reform!$!100!$!MT
P010217,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P010218,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Electric power and other energy adjustment!$!100!$!PP
P000270,Africa,Burkina Faso;Burkina Faso,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Primary Education!$!100!$!EP
P001716,Africa,Republic of Mali;Republic of Mali,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P003852,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Tertiary Education!$!100!$!ET
P004138,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P004292,East Asia and Pacific,Malaysia;Malaysia,PE,Technical Assistance Loan,IN,0,N,L,Closed,Forestry!$!100!$!AT
P004738,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P007582,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P001036,Africa,Republic of Guinea;Republic of Guinea,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P003840,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P008959,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P009571,South Asia,Kingdom of Bhutan;Kingdom of Bhutan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P009839,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Thermal!$!100!$!PT
P003433,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P003437,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P003447,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P003843,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P000188,Africa,Republic of Burundi;Republic of Burundi,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P003279,Africa,Republic of Zimbabwe;Republic of Zimbabwe,PE,Financial Intermediary Loan,IN,C,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P007987,Latin America and Caribbean,Republic of Peru;Republic of Peru,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P008958,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Education adjustment!$!100!$!EE
P008965,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,0,N,L,Closed,Ports/Waterways!$!100!$!TP
P009002,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P009840,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P002060,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P002532,Africa,Democratic Republic of Sao Tome and Prin;Democratic Republic of Sao Tome and Prin,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P003844,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Targeted health!$!100!$!HT
P004272,East Asia and Pacific,Malaysia;Malaysia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agro-industry and marketing!$!100!$!AM
P005268,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P006359,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Other water supply and sanitation!$!100!$!WY
P007290,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Education adjustment!$!100!$!EE
P009445,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P009205,Europe and Central Asia,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P001501,Africa,Republic of Madagascar;Republic of Madagascar,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P006345,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,General finance sector!$!15!$!FZ
P006380,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Specific Investment Loan,IN,C,N,L,Closed,General finance sector!$!23!$!FZ
P007581,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P007584,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Rural roads!$!100!$!TR
P009214,Europe and Central Asia,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Hydro!$!100!$!PH
P009448,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P009488,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P010216,South Asia,Nepal;Nepal,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P005663,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other finance!$!100!$!FY
P000189,Africa,Republic of Burundi;Republic of Burundi,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P001388,Africa,Kingdom of Lesotho;Kingdom of Lesotho,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P004740,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban management!$!100!$!UM
P004855,East Asia and Pacific,Samoa;Samoa,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P005794,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P008646,Europe and Central Asia,Portuguese Republic;Portuguese Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,Ports/Waterways!$!100!$!TP
P000450,Africa,Central African Republic;Central African Republic,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P004116,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Small scale enterprise!$!100!$!IL
P004118,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban transport!$!100!$!TU
P006923,Latin America and Caribbean,Republic of Costa Rica;Republic of Costa Rica,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P006933,Latin America and Caribbean,Republic of Costa Rica;Republic of Costa Rica,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P007071,Latin America and Caribbean,Republic of Ecuador;Republic of Ecuador,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public financial management!$!100!$!BF
P010215,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P000422,Africa,Republic of Cabo Verde;Republic of Cabo Verde,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other finance!$!100!$!FY
P001446,Africa,Republic of Liberia;Republic of Liberia,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P003428,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P003438,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Rural water supply and sanitation!$!100!$!WR
P005533,Middle East and North Africa,Sultanate of Oman;Sultanate of Oman,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P000720,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P006792,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P008440,Europe and Central Asia,Hungary;Hungary,PE,Financial Intermediary Loan,IN,0,N,L,Closed,Livestock!$!100!$!AL
P008442,Europe and Central Asia,Hungary;Hungary,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P000867,Africa,Republic of Ghana;Republic of Ghana,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Non-sector specific!$!100!$!MY
P003192,Africa,Republic of Zambia;Republic of Zambia,PE,Specific Investment Loan,IN,C,N,L,Closed,Railways!$!100!$!TW
P008360,Europe and Central Asia,Republic of Cyprus;Republic of Cyprus,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P009447,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
P001295,Africa,Republic of Kenya;Republic of Kenya,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P001832,Africa,Islamic Republic of Mauritania;Islamic Republic of Mauritania,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P001834,Africa,Islamic Republic of Mauritania;Islamic Republic of Mauritania,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other finance!$!100!$!FY
P001835,Africa,Islamic Republic of Mauritania;Islamic Republic of Mauritania,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Public enterprise reform!$!100!$!BR
P002846,Africa,Republic of Togo;Republic of Togo,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other education!$!100!$!EY
P009833,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P010214,South Asia,Nepal;Nepal,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P000870,Africa,Republic of Ghana;Republic of Ghana,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P001445,Africa,Republic of Liberia;Republic of Liberia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other water supply and sanitation!$!100!$!WY
P002213,Africa,Republic of Rwanda;Republic of Rwanda,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public financial management!$!100!$!BF
P005416,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P010213,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Perennial crops!$!100!$!AP
P002915,Africa,Republic of Uganda;Republic of Uganda,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P002917,Africa,Republic of Uganda;Republic of Uganda,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Hydro!$!100!$!PH
P007195,Latin America and Caribbean,Republic of Guatemala;Republic of Guatemala,PE,Specific Investment Loan,IN,0,Y,L,Closed,(Historic)Thermal!$!100!$!PT
P007442,Latin America and Caribbean,Jamaica;Jamaica,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P007822,Latin America and Caribbean,Republic of Panama;Republic of Panama,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Hydro!$!100!$!PH
P009836,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Fertilizer and other chemicals!$!100!$!IC
P001037,Africa,Republic of Guinea;Republic of Guinea,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P002058,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Basic health!$!100!$!HB
P003434,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P005660,Middle East and North Africa,Republic of Tunisia;Republic of Tunisia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P005873,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P006609,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Institutional Development!$!100!$!BI
P007176,Latin America and Caribbean,Grenada;Grenada,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P002323,Africa,Republic of Senegal;Republic of Senegal,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P005800,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P007241,Latin America and Caribbean,Co-operative Republic of Guyana;Co-operative Republic of Guyana,PE,Specific Investment Loan,IN,0,Y,L,Closed,Forestry!$!100!$!AT
P009829,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P009830,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P009837,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Mining and other extractive!$!100!$!NN
P010212,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P000269,Africa,Burkina Faso;Burkina Faso,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P001140,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Specific Investment Loan,IN,0,N,L,Closed,Forestry!$!100!$!AT
P003431,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Tertiary Education!$!100!$!ET
P000638,Africa,Republic of Equatorial Guinea;Republic of Equatorial Guinea,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Perennial crops!$!100!$!AP
P001623,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Research!$!100!$!AR
P003435,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Distribution and transmission!$!100!$!PD
P003841,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Perennial crops!$!100!$!AP
P004506,East Asia and Pacific,Republic of the Philippines;Republic of the Philippines,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Telecommunications and informatics!$!100!$!CC
P002212,Africa,Republic of Rwanda;Republic of Rwanda,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Research!$!100!$!AR
P002378,Africa,Republic of Seychelles;Republic of Seychelles,PE,Specific Investment Loan,IN,0,N,L,Closed,Ports/Waterways!$!100!$!TP
P005795,Middle East and North Africa,Republic of Yemen;Republic of Yemen,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P002661,Africa,Kingdom of Swaziland;Kingdom of Swaziland,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Transportation adjustment!$!100!$!TT
P004119,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P003187,Africa,Republic of Zambia;Republic of Zambia,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P006347,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P006348,Latin America and Caribbean,Federative Republic of Brazil;Federative Republic of Brazil,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Vocational training!$!100!$!EV
P009841,South Asia,Republic of India;Republic of India,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Urban development adjustment!$!100!$!UU
P000611,Middle East and North Africa,Republic of Djibouti;Republic of Djibouti,PE,Specific Investment Loan,IN,0,N,L,Closed,Secondary Education!$!100!$!ES
P004619,East Asia and Pacific,Solomon Islands;Solomon Islands,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Highways!$!100!$!TH
P000361,Africa,Republic of Cameroon;Republic of Cameroon,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Perennial crops!$!100!$!AP
P001502,Africa,Republic of Madagascar;Republic of Madagascar,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Industrial adjustment!$!100!$!II
P001624,Africa,Republic of Malawi;Republic of Malawi,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P005413,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P002464,Africa,Somali Democratic Republic;Somali Democratic Republic,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P002914,Africa,Republic of Uganda;Republic of Uganda,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P003048,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P005270,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban water supply!$!100!$!WU
P008131,Latin America and Caribbean,Oriental Republic of Uruguay;Oriental Republic of Uruguay,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Other power and energy conversion!$!100!$!PY
P002061,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P006606,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Agricultural credit!$!100!$!AC
P006608,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Urban housing!$!100!$!UH
P010211,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!100!$!AI
P000086,Africa,Republic of Benin;Republic of Benin,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P000981,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Sector Adjustment Loan,AD,0,N,L,Closed,(Historic)Non-sector specific!$!100!$!MY
P002745,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Specific Investment Loan,IN,0,N,L,Closed,Ports/Waterways!$!100!$!TP
P010207,South Asia,Nepal;Nepal,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P010208,South Asia,Nepal;Nepal,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,Vocational training!$!100!$!EV
P010209,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,C,N,L,Closed,Irrigation and Drainage!$!74!$!AI
P010210,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P001625,Africa,Republic of Malawi;Republic of Malawi,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Urban housing!$!100!$!UH
P003188,Africa,Republic of Zambia;Republic of Zambia,PE,Specific Investment Loan,IN,0,N,L,Closed,Fisheries!$!100!$!AF
P005415,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,0,N,L,Closed,Vocational training!$!100!$!EV
P007291,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Sector Investment and Maintenance Loan,IN,C,N,L,Closed,(Historic)Thermal!$!100!$!PT
P007441,Latin America and Caribbean,Jamaica;Jamaica,PE,Structural Adjustment Loan,AD,0,N,L,Closed,(Historic)Economic management!$!100!$!ME
P006787,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P006789,Latin America and Caribbean,Republic of Colombia;Republic of Colombia,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Oil and gas exploration and development!$!100!$!GI
P001524,Africa,Republic of Madagascar;Republic of Madagascar,PE,Emergency Recovery Loan,IN,0,N,L,Closed,(Historic)Urban development adjustment!$!100!$!UU
P003839,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P004368,East Asia and Pacific,The Independent State of Papua New Guine;The Independent State of Papua New Guine,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Agriculture adjustment!$!100!$!AA
P004117,East Asia and Pacific,Republic of Korea;Republic of Korea,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Other industry!$!100!$!IY
P002593,Africa,Republic of the Sudan;Republic of the Sudan,PE,Specific Investment Loan,IN,0,N,L,Closed,Livestock!$!100!$!AL
P002746,Africa,United Republic of Tanzania;United Republic of Tanzania,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Other agriculture!$!100!$!AY
P003842,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,Secondary Education!$!100!$!ES
P004273,East Asia and Pacific,Malaysia;Malaysia,PE,Financial Intermediary Loan,IN,0,N,L,Closed,(Historic)Financial sector development!$!100!$!FS
P003846,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,PE,Specific Investment Loan,IN,C,Y,L,Closed,(Historic)Electric power and other energy adjustment!$!100!$!PP
P009832,South Asia,Republic of India;Republic of India,PE,Sector Investment and Maintenance Loan,IN,0,N,L,Closed,(Historic)Agricultural extension!$!100!$!AE
P000610,Middle East and North Africa,Republic of Djibouti;Republic of Djibouti,PE,Specific Investment Loan,IN,0,N,L,Closed,(Historic)Urban management!$!100!$!UM
P000700,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Research!$!100!$!AR
P000702,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Specific Investment Loan,IN,C,N,L,Closed,(Historic)Other education!$!100!$!EY
P000703,Africa,Federal Democratic Republic of Ethiopia;Federal Democratic Republic of Ethiopia,PE,Technical Assistance Loan,IN,0,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P000982,Africa,Republic of Guinea-Bissau;Republic of Guinea-Bissau,PE,Technical Assistance Loan,IN,C,N,L,Closed,(Historic)Public sector management adjustment!$!100!$!BB
P003051,Africa,Democratic Republic of the Congo;Democratic Republic of the Congo,PE,Technical Assistance Loan,IN,0,N,L,Closed,Primary Education!$!100!$!EP
